,spk,fid,audio_path,gray_video_path,optical_flow_path,audio_length,video_length,video_H,video_W
3240,33F,sx216,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx216.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx216.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx216.npy,62806,244,67,67
3241,33F,sx217,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx217.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx217.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx217.npy,62806,244,67,67
3242,33F,sx218,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx218.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx218.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx218.npy,74412,290,67,67
3243,33F,sx27,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx27.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx27.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx27.npy,61440,240,67,67
3244,33F,sx28,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx28.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx28.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx28.npy,67926,265,67,67
3245,33F,sx29,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx29.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx29.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx29.npy,69292,269,67,67
3246,33F,sx297,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx297.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx297.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx297.npy,63489,246,67,67
3247,33F,sx298,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx298.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx298.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx298.npy,79532,309,67,67
3248,33F,sx299,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx299.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx299.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx299.npy,70998,277,67,67
3249,33F,sx30,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx30.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx30.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx30.npy,57345,223,67,67
3250,33F,sx300,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx300.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx300.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx300.npy,65537,254,67,67
3251,33F,sx301,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx301.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx301.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx301.npy,84993,332,67,67
3252,33F,sx302,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx302.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx302.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx302.npy,72705,282,67,67
3253,33F,sx303,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx303.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx303.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx303.npy,70316,273,67,67
3254,33F,sx304,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx304.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx304.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx304.npy,71680,279,67,67
3255,33F,sx305,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx305.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx305.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx305.npy,68950,269,67,67
3256,33F,sx306,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx306.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx306.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx306.npy,68950,269,67,67
3257,33F,sx307,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx307.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx307.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx307.npy,56662,219,67,67
3258,33F,sx308,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx308.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx308.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx308.npy,70657,275,67,67
3259,33F,sx31,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx31.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx31.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx31.npy,61782,240,67,67
3260,33F,sx32,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx32.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx32.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx32.npy,70657,275,67,67
3261,33F,sx33,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx33.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx33.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx33.npy,69633,271,67,67
3262,33F,sx34,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx34.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx34.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx34.npy,63489,246,67,67
3263,33F,sx35,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx35.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx35.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx35.npy,71339,277,67,67
3264,33F,sx36,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx36.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx36.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx36.npy,100353,390,67,67
3265,33F,sx37,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx37.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx37.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx37.npy,68267,265,67,67
3266,33F,sx38,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx38.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx38.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx38.npy,77825,302,67,67
3267,33F,sx387,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx387.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx387.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx387.npy,80214,311,67,67
3268,33F,sx388,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx388.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx388.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx388.npy,95916,373,67,67
3269,33F,sx389,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx389.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx389.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx389.npy,68950,267,67,67
3270,33F,sx390,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx390.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx390.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx390.npy,74753,290,67,67
3271,33F,sx391,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx391.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx391.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx391.npy,65878,257,67,67
3272,33F,sx392,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx392.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx392.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx392.npy,74070,288,67,67
3273,33F,sx393,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx393.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx393.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx393.npy,66560,259,67,67
3274,33F,sx394,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx394.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx394.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx394.npy,69974,271,67,67
3275,33F,sx395,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx395.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx395.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx395.npy,77142,298,67,67
3276,33F,sx396,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx396.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx396.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx396.npy,88065,342,67,67
3277,33F,sx397,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx397.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx397.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx397.npy,71339,277,67,67
3278,33F,sx398,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx398.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx398.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx398.npy,80556,313,67,67
3279,34M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/sa1.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/sa1.npy,81920,317,67,67
3280,34M,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/sa2.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/sa2.npy,73046,284,67,67
3281,34M,si1039,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1039.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1039.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1039.npy,112640,438,67,67
3282,34M,si1124,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1124.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1124.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1124.npy,110593,430,67,67
3283,34M,si1220,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1220.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1220.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1220.npy,77483,302,67,67
3284,34M,si1299,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1299.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1299.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1299.npy,76800,298,67,67
3285,34M,si1303,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1303.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1303.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1303.npy,102059,396,67,67
3286,34M,si1306,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1306.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1306.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1306.npy,115372,448,67,67
3287,34M,si1307,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1307.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1307.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1307.npy,69974,271,67,67
3288,34M,si1392,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1392.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1392.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1392.npy,114347,446,67,67
3289,34M,si1398,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1398.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1398.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1398.npy,65878,257,67,67
3290,34M,si1481,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1481.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1481.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1481.npy,59052,229,67,67
3291,34M,si1485,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1485.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1485.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1485.npy,95916,373,67,67
3292,34M,si1570,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1570.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1570.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1570.npy,66219,257,67,67
3293,34M,si1669,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1669.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1669.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1669.npy,69633,271,67,67
3294,34M,si1754,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1754.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1754.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1754.npy,77483,302,67,67
3295,34M,si1850,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1850.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1850.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1850.npy,58369,227,67,67
3296,34M,si1929,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1929.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1929.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1929.npy,67926,263,67,67
3297,34M,si1933,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1933.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1933.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1933.npy,68950,267,67,67
3298,34M,si1936,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1936.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1936.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1936.npy,72022,279,67,67
3299,34M,si1970,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si1970.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si1970.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si1970.npy,103766,405,67,67
3300,34M,si2022,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si2022.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si2022.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si2022.npy,59393,229,67,67
3301,34M,si2028,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si2028.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si2028.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si2028.npy,105814,413,67,67
3302,34M,si2111,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si2111.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si2111.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si2111.npy,56320,219,67,67
3303,34M,si2115,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si2115.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si2115.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si2115.npy,54956,215,67,67
3304,34M,si2200,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si2200.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si2200.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si2200.npy,76118,296,67,67
3305,34M,si2299,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si2299.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si2299.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si2299.npy,82262,319,67,67
3306,34M,si494,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si494.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si494.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si494.npy,71680,279,67,67
3307,34M,si590,/project/pi_mfiterau_umass_edu/TCD_TIMIT/34M/straightcam/si590.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/34M/si590.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/34M/si590.npy,90796,352,67,67
